name,confirm,tests,date,pos_new,test_new,pos_rate,pos_rate_gam,case
Anderson,990,2703,2020-06-17,1,24,0.0416666666666667,0.0291984423824752,25.8161779436509
Anderson,1003,2713,2020-06-18,13,10,1,0.0289224962262713,335.29178050532
Anderson,1007,2723,2020-06-19,4,10,0.4,0.0288484190631791,103.140247825658
Anderson,1006,2736,2020-06-20,0,13,0,0.028978948552,0
Anderson,1006,3309,2020-06-21,0,573,0,0.0293180330936611,0
Anderson,1006,5058,2020-06-22,0,1749,0,0.029870890675488,0
Anderson,1009,5730,2020-06-23,3,672,0.00446428571428571,0.0306439375642738,77.8236667192672
Anderson,1013,5803,2020-06-24,4,73,0.0547945205479452,0.031644574719608,104.098841208549
Anderson,1014,6116,2020-06-25,1,313,0.00319488817891374,0.0328808168636666,26.1246353522771
Anderson,1017,6548,2020-06-26,3,432,0.00694444444444444,0.0343607480164511,78.7197113833587
Anderson,1017,6563,2020-06-27,0,15,0,0.0360917893699964,0
Anderson,1016,6571,2020-06-28,0,8,0,0.0380797719809125,0
Anderson,1016,6578,2020-06-29,0,7,0,0.0403278191548432,0
Anderson,1032,6591,2020-06-30,16,13,1,0.0428350623305337,429.196231877171
Anderson,1040,7091,2020-07-01,8,500,0.016,0.0455952396077878,215.942395441067
Anderson,1063,8000,2020-07-02,23,909,0.0253025302530253,0.0485952563227945,624.803136740518
Anderson,1072,10982,2020-07-03,9,2982,0.00301810865191147,0.0518138190853633,246.061148821716
Anderson,1070,11017,2020-07-04,0,35,0,0.0552202834953317,0
Anderson,1082,11037,2020-07-05,12,20,0.6,0.0587738750024329,332.242859544948
Anderson,1082,11081,2020-07-06,0,44,0,0.0624234453510855,0
Anderson,1108,11281,2020-07-07,26,200,0.13,0.0661079080801462,728.374389151862
Anderson,1152,11313,2020-07-08,44,32,1,0.0697574528994254,1239.27507609436
Anderson,1533,11383,2020-07-09,381,70,1,0.0732955719090847,10784.2197008219
Anderson,1761,11680,2020-07-10,228,297,0.767676767676768,0.0766418471691769,6482.42380567284
Anderson,1796,13682,2020-07-11,35,2002,0.0174825174825175,0.0797153598384202,999.029293752274
Anderson,1796,14002,2020-07-12,0,320,0,0.0824384993621901,0
Anderson,1890,14622,2020-07-13,94,620,0.151612903225806,0.0847408900091762,2699.56092414196
Anderson,1917,15209,2020-07-14,27,587,0.0459965928449744,0.0865631213879424,777.057277993703
Anderson,1944,15660,2020-07-15,27,451,0.0598669623059867,0.087859974449462,778.21365849574
Anderson,1956,15675,2020-07-16,12,15,0.8,0.0886028741053848,346.164082809801
Anderson,2003,15853,2020-07-17,47,178,0.264044943820225,0.088781368395089,1356.08221064904
Anderson,2017,15846,2020-07-18,14,0,1,0.0884035229170129,403.767138815252
Anderson,2017,15888,2020-07-19,0,42,0,0.0874952173358816,0
Anderson,2015,15909,2020-07-20,0,21,0,0.0860984272998289,0
Anderson,2051,15940,2020-07-21,36,31,1,0.0842686601378416,1033.2968063347
Anderson,2062,15956,2020-07-22,11,16,0.6875,0.0820717779198551,314.896654580385
Anderson,2077,15962,2020-07-23,15,6,1,0.0795804807896774,428.082912139536
Anderson,2116,15983,2020-07-24,39,21,1,0.0768707335997244,1109.1663541165
Anderson,2140,16032,2020-07-25,24,49,0.489795918367347,0.0740183999267319,679.987905754574
Anderson,2140,16055,2020-07-26,0,23,0,0.0710963033303216,0
Anderson,2142,16060,2020-07-27,2,5,0.4,0.0681718732464649,56.2013174040225
Anderson,2162,16061,2020-07-28,20,1,1,0.0653054614772999,559.60414593836
Anderson,2172,16544,2020-07-29,10,483,0.020703933747412,0.0625493446728644,278.598166445372
Anderson,2174,17593,2020-07-30,2,1049,0.00190657769304099,0.0599473671312115,55.4833895100689
Anderson,2196,19903,2020-07-31,22,2310,0.00952380952380952,0.057535132682879,607.815778892694
Anderson,2209,20612,2020-08-01,13,709,0.0183356840620592,0.0553406271051881,357.769848754587
Anderson,2209,20740,2020-08-02,0,128,0,0.0533851428933685,0
Anderson,2307,20837,2020-08-03,98,97,1,0.0516843832951768,2678.66243334121
Anderson,2329,20899,2020-08-04,22,62,0.354838709677419,0.050249637898846,599.641872870359
Anderson,2355,21065,2020-08-05,26,166,0.156626506024096,0.0490889430177081,707.013478921072
Anderson,2353,21100,2020-08-06,0,35,0,0.048208162463489,0
Anderson,2379,21524,2020-08-07,26,424,0.0613207547169811,0.0476119448789539,704.856838542299
Anderson,2402,22780,2020-08-08,23,1256,0.018312101910828,0.0473045306443167,623.123438355267
Anderson,2402,23205,2020-08-09,0,425,0,0.0472903936165382,0
Anderson,2403,23329,2020-08-10,1,124,0.00806451612903226,0.0475747105891192,27.1077575669333
Anderson,2406,23354,2020-08-11,3,25,0.12,0.0481636549910014,81.4233892338847
Anderson,2428,23388,2020-08-12,22,34,0.647058823529412,0.0490645119455141,598.212393891314
Anderson,2437,23436,2020-08-13,9,48,0.1875,0.0502856105765992,245.325594342609
Anderson,2435,23470,2020-08-14,0,34,0,0.051836067657459,0
Anderson,2434,23471,2020-08-15,0,1,0,0.0537253357046816,0
Anderson,2434,23570,2020-08-16,0,99,0,0.0559625496894927,0
Anderson,2434,23771,2020-08-17,0,201,0,0.0585556709670778,0
Anderson,2438,23779,2020-08-18,4,8,0.5,0.0615104357648891,111.252774148141
Anderson,2423,23798,2020-08-19,0,19,0,0.064829129269443,0
Anderson,2416,23837,2020-08-20,0,39,0,0.0685092249531512,0
Anderson,2417,23868,2020-08-21,1,31,0.032258064516129,0.0725419512949759,28.2757999766037
Anderson,2425,23957,2020-08-22,8,89,0.0898876404494382,0.0769108723773082,227.533180857071
Anderson,2425,23966,2020-08-23,0,9,0,0.0815905916924974,0
Anderson,2431,23976,2020-08-24,6,10,0.6,0.0865457055908235,172.675920625922
Anderson,2449,24015,2020-08-25,18,39,0.461538461538462,0.0917301395799488,521.050345241162
Anderson,2453,24101,2020-08-26,4,86,0.0465116279069767,0.0970869929929802,116.448010696946
Anderson,2482,24153,2020-08-27,29,52,0.557692307692308,0.102548992928504,848.881590676909
Anderson,2495,24224,2020-08-28,13,71,0.183098591549296,0.108039616931528,382.523070624224
Anderson,2502,24236,2020-08-29,7,12,0.583333333333333,0.113474888868138,206.987440387466
Anderson,2502,24285,2020-08-30,0,49,0,0.118765790159055,0
Anderson,2502,24289,2020-08-31,0,4,0,0.12382116723883,0
Anderson,2520,24291,2020-09-01,18,2,1,0.128550964557963,538.934537954988
Anderson,2527,24378,2020-09-02,7,87,0.0804597701149425,0.132869578019229,210.279324411017
Anderson,2519,24399,2020-09-03,0,21,0,0.136699110782717,0
Anderson,2538,24446,2020-09-04,19,47,0.404255319148936,0.139972322746753,573.738238041937
Anderson,2554,24490,2020-09-05,16,44,0.363636363636364,0.142635093802613,484.059334421729
Anderson,2556,25102,2020-09-06,2,612,0.00326797385620915,0.144648263983712,60.5922801416699
Anderson,2556,25291,2020-09-07,0,189,0,0.145988764383178,0
Anderson,2694,25430,2020-09-08,138,139,0.992805755395683,0.146650005105095,4186.61738084738
Anderson,2744,25569,2020-09-09,50,139,0.359712230215827,0.146641535611424,1516.88159463846
Anderson,2776,25569,2020-09-10,32,0,1,0.145988035428948,970.370716784622
Anderson,2760,25622,2020-09-11,0,53,0,0.144727727440455,0
Anderson,2763,26253,2020-09-12,3,631,0.00475435816164818,0.142910331396716,90.7786238486589
Anderson,2763,26091,2020-09-13,0,0,0.00237717908082409,0.140594691566874,0
Anderson,2762,26113,2020-09-14,0,22,0,0.137846219882557,0
Anderson,2776,26150,2020-09-15,14,37,0.378378378378378,0.134734294645658,421.145174064559
Anderson,2799,26164,2020-09-16,23,14,1,0.131329745309926,690.112865201678
Anderson,2812,26223,2020-09-17,13,59,0.220338983050847,0.127702536839466,388.972843964214
Anderson,1744,26264,2020-09-18,0,41,0,0.123919744071139,0
Anderson,1741,26297,2020-09-19,0,33,0,0.12004387930311,0
Anderson,1741,26325,2020-09-20,0,28,0,0.116131607542625,0
Anderson,2792,26373,2020-09-21,1051,48,1,0.112232855908338,3658.38438263981
Anderson,2801,26461,2020-09-22,9,88,0.102272727272727,0.108390299108892,50.7107442429249
Anderson,2822,26476,2020-09-23,21,15,1,0.104639183434241,58.2988192705452
Anderson,2825,26494,2020-09-24,3,18,0.166666666666667,0.101007438367962,11.0235620495812
Anderson,2832,26526,2020-09-25,7,32,0.21875,0.0975160179885319,25.5881735388085
Anderson,2840,26537,2020-09-26,8,11,0.727272727272727,0.0941794132503926,22.9867162058669
Anderson,2840,27102,2020-09-27,0,565,0,0.0910062799061329,0
Anderson,2840,27133,2020-09-28,0,31,0,0.0880001339589598,0
Anderson,2824,27180,2020-09-29,0,47,0,0.0851600756387383,0
Anderson,2832,27198,2020-09-30,8,18,0.444444444444444,0.0824815126578543,229.129826444496
Anderson,2844,27325,2020-10-01,12,127,0.094488188976378,0.0799568629209533,342.627958152852
Anderson,2829,27403,2020-10-02,0,78,0,0.0775762250844472,0
Anderson,2821,27491,2020-10-03,0,88,0,0.075328011944518,0
Anderson,2821,27620,2020-10-04,0,129,0,0.0731995463486757,0
Anderson,2859,27686,2020-10-05,38,66,0.575757575757576,0.0711776221504731,1072.44226595692
Anderson,2836,27714,2020-10-06,0,28,0,0.069249033794952,0
Anderson,2849,27773,2020-10-07,13,59,0.220338983050847,0.0674010777733969,364.893404813943
Anderson,2858,27961,2020-10-08,9,188,0.0478723404255319,0.0656220277079571,251.943670088926
Anderson,2872,28101,2020-10-09,14,140,0.1,0.0639015827388072,390.872552292899
Anderson,2868,28189,2020-10-10,0,88,0,0.0622312866791821,0
Anderson,2868,28368,2020-10-11,0,179,0,0.060604913591955,0
Andrews,19,2,2020-04-21,19,2,1,0.0897533355939698,548.800676657254
Andrews,19,2,2020-04-22,0,0,0.5,0.0905580327815431,0
Andrews,19,5,2020-04-23,0,3,0,0.0913701041354168,0
Andrews,19,6,2020-04-24,0,1,0,0.0921910816799165,0
Andrews,19,6,2020-04-25,0,0,0.142857142857143,0.0930231997877577,0
Andrews,19,6,2020-04-26,0,0,0.285714285714286,0.093869365994897,0
Andrews,19,6,2020-04-27,0,0,0.428571428571429,0.0947331341416144,0
Andrews,19,6,2020-04-28,0,0,0.571428571428571,0.0956186799878419,0
Andrews,19,6,2020-04-29,0,0,0.714285714285714,0.096530779404058,0
Andrews,19,6,2020-04-30,0,0,0.857142857142857,0.097474789198837,0
Andrews,20,6,2020-05-01,1,0,1,0.0984566305825832,29.1528135035184
Andrews,20,6,2020-05-02,0,0,1,0.0994827752149774,0
Andrews,21,6,2020-05-03,1,0,1,0.100560233724162,29.2145098891116
Andrews,21,6,2020-05-04,0,0,0.8,0.101696546519582,0
Andrews,21,NA,2020-05-05,0,0,0.6,0.102899776660222,0
Andrews,21,6,2020-05-06,0,0,0.4,0.104178504454411,0
Andrews,21,6,2020-05-07,0,0,0.2,0.105541823393345,0
Andrews,21,8,2020-05-08,0,2,0,0.106999336907002,0
Andrews,21,8,2020-05-09,0,0,0,0.108561155325573,0
Andrews,21,10,2020-05-10,0,2,0,0.11023789227889,0
Andrews,21,11,2020-05-11,0,1,0,0.112040659612553,0
Andrews,22,11,2020-05-12,1,0,1,0.113981059705073,29.5827978943833
Andrews,22,11,2020-05-13,0,0,0.5,0.116071173861724,0
Andrews,22,15,2020-05-14,0,4,0,0.118323545219339,0
Andrews,22,15,2020-05-15,0,0,0,0.12075115433966,0
Andrews,22,16,2020-05-16,0,1,0,0.123367385395092,0
Andrews,22,17,2020-05-17,0,1,0,0.126185980571738,0
Andrews,22,17,2020-05-18,0,0,0,0.1292209800391,0
Andrews,22,19,2020-05-19,0,2,0,0.132486644595456,0
Andrews,22,20,2020-05-20,0,1,0,0.135997357889416,0
Andrews,22,20,2020-05-21,0,0,0.5,0.139767504999015,0
Andrews,23,20,2020-05-22,1,0,1,0.143811324129374,30.2785648098255
Andrews,23,NA,2020-05-23,0,0.333333333333333,0,0.14814272832143,0
Andrews,24,20,2020-05-24,1,0.666666666666667,1,0.152775094378843,30.4621977804968
Andrews,27,21,2020-05-25,3,1,1,0.157721016776168,91.6782234683678
Andrews,27,23,2020-05-26,0,2,0,0.16299202513583,0
Andrews,27,24,2020-05-27,0,1,0,0.168598265000742,0
Andrews,27,24,2020-05-28,0,0,0,0.174548143113602,0
Andrews,27,31,2020-05-29,0,7,0,0.180847940234112,0
Andrews,27,34,2020-05-30,0,3,0,0.187501396673408,0
Andrews,27,34,2020-05-31,0,0,0,0.194509278153522,0
Andrews,27,37,2020-06-01,0,3,0,0.201868932174872,0
Andrews,27,44,2020-06-02,0,7,0,0.209573847717456,0
Andrews,27,51,2020-06-03,0,7,0,0.217613233545093,0
Andrews,27,55,2020-06-04,0,4,0,0.225971632479152,0
Andrews,27,56,2020-06-05,0,1,0,0.234628590430971,0
Andrews,27,56,2020-06-06,0,0,0,0.243558399544429,0
Andrews,27,58,2020-06-07,0,2,0,0.252729934214304,0
Andrews,27,61,2020-06-08,0,3,0,0.26210659688311,0
Andrews,27,61,2020-06-09,0,0,0.05,0.27164638729831,0
Andrews,27,NA,2020-06-10,0,0,0.1,0.281302104362019,0
Andrews,27,64,2020-06-11,0,0,0.15,0.291021684070801,0
Andrews,27,64,2020-06-12,0,0,0.2,0.300748670618126,0
Andrews,28,68,2020-06-13,1,4,0.25,0.310422811009608,32.7002701220462
Andrews,28,68,2020-06-14,0,0,0.333333333333333,0.319980757084582,0
Andrews,28,68,2020-06-15,0,0,0.416666666666667,0.329356853180713,0
Andrews,30,72,2020-06-16,2,4,0.5,0.338483983419458,65.9689824752282
Andrews,30,76,2020-06-17,0,4,0,0.347294450085001,0
Andrews,33,77,2020-06-18,3,1,1,0.355720854144643,99.4461936192831
Andrews,35,81,2020-06-19,2,4,0.5,0.363696950605924,66.4446379122223
Andrews,42,89,2020-06-20,7,8,0.875,0.371158455008894,233.02899023987
Andrews,44,91,2020-06-21,2,2,1,0.378043782558149,66.7022038197767
Andrews,44,95,2020-06-22,0,4,0,0.38429470768251,0
Andrews,44,95,2020-06-23,0,0,0.5,0.38985693863498,0
Andrews,46,95,2020-06-24,2,0,1,0.394680608471053,66.9900885755931
Andrews,51,96,2020-06-25,5,1,1,0.398720689799739,167.645870019051
Andrews,56,112,2020-06-26,5,16,0.3125,0.401937345645603,167.780628843365
Andrews,63,121,2020-06-27,7,9,0.777777777777778,0.404296232148334,235.030371397942
Andrews,73,130,2020-06-28,10,9,1,0.405768770480576,335.879763992096
Andrews,73,130,2020-06-29,0,0,0.625,0.406332405122323,0
Andrews,75,138,2020-06-30,2,8,0.25,0.405970863493678,67.1792977451024
Andrews,82,139,2020-07-01,7,1,1,0.404674428021132,235.052347888052
Andrews,89,140,2020-07-02,7,1,1,0.402440226192215,234.922252273894
Andrews,90,140,2020-07-03,1,0,1,0.399272537318851,33.5338117058445
Andrews,98,147,2020-07-04,8,7,1,0.395183106984686,267.994450884312
Andrews,103,169,2020-07-05,5,22,0.227272727272727,0.390191452012195,167.283750535557
Andrews,103,184,2020-07-06,0,15,0,0.384325130845096,0
Andrews,103,184,2020-07-07,0,0,0.472222222222222,0.377619947292717,0
Andrews,120,202,2020-07-08,17,18,0.944444444444444,0.370120050388445,565.769016256669
Andrews,132,205,2020-07-09,12,3,1,0.361877890612475,398.467980292518
Andrews,132,228,2020-07-10,0,23,0,0.352953993618747,0
Andrews,155,230,2020-07-11,23,2,1,0.343416517579997,759.741642710917
Andrews,169,232,2020-07-12,14,2,1,0.333340569528557,461.07633293577
Andrews,169,241,2020-07-13,0,9,0,0.322807269451445,0
Andrews,170,279,2020-07-14,1,38,0.0263157894736842,0.311902567658131,32.7158246993073
Andrews,174,291,2020-07-15,4,12,0.333333333333333,0.300715839698689,130.38619125514
Andrews,176,299,2020-07-16,2,8,0.25,0.289338302122906,64.9421355744681
Andrews,181,305,2020-07-17,5,6,0.833333333333333,0.277861309454808,161.699541920677
Andrews,187,310,2020-07-18,6,5,1,0.266374605878699,193.221971865886
Andrews,189,313,2020-07-19,2,3,0.666666666666667,0.254964612477822,64.1259724101377
Andrews,189,331,2020-07-20,0,18,0,0.243712831337393,0
Andrews,198,358,2020-07-21,9,27,0.333333333333333,0.232694441152317,285.941431963566
Andrews,212,372,2020-07-22,14,14,1,0.22197714585826,442.705420403072
Andrews,215,384,2020-07-23,3,12,0.25,0.211620319717266,94.4132545921243
Andrews,219,394,2020-07-24,4,10,0.4,0.201674471358722,125.279802915612
Andrews,225,400,2020-07-25,6,6,1,0.192181027828762,187.01579122656
Andrews,225,401,2020-07-26,0,1,0,0.183172419933609,0
Andrews,228,411,2020-07-27,3,10,0.3,0.174672433879177,92.6189107932607
Andrews,232,415,2020-07-28,4,4,1,0.166696782539036,122.916076915631
Andrews,238,416,2020-07-29,6,1,1,0.15925384307339,183.533869040416
Andrews,253,419,2020-07-30,15,3,1,0.152345505874918,456.804318792527
Andrews,255,421,2020-07-31,2,2,1,0.145968082243444,60.647340827943
Andrews,255,431,2020-08-01,0,10,0,0.140113223772347,0
Andrews,266,436,2020-08-02,11,5,1,0.134768814058114,330.90825641665
Andrews,267,460,2020-08-03,1,24,0.0416666666666667,0.129919801953553,29.9725375141387
Andrews,268,947,2020-08-04,1,487,0.00205338809034908,0.125548954265979,29.8701420148635
Andrews,273,952,2020-08-05,5,5,1,0.121637513883229,148.878757384523
Andrews,277,957,2020-08-06,4,5,0.8,0.118165756347831,118.758617356236
Andrews,279,986,2020-08-07,2,29,0.0689655172413793,0.115113443677931,59.2241147360442
Andrews,297,1004,2020-08-08,18,18,1,0.112460178709137,531.775542706071
Andrews,297,980,2020-08-09,0,0,0.568627450980392,0.110185666486824,0
Andrews,304,1031,2020-08-10,7,51,0.137254901960784,0.10826989144794,206.017820131421
Andrews,304,1034,2020-08-11,0,3,0,0.106693220490827,0
Andrews,304,1038,2020-08-12,0,4,0,0.105436442755563,0
Andrews,316,1046,2020-08-13,12,8,1,0.104480757213397,351.917492598659
Andrews,338,1049,2020-08-14,22,3,1,0.103807719154997,644.765250434411
Andrews,338,1049,2020-08-15,0,0,0.5,0.103399156475711,0
Andrews,338,1056,2020-08-16,0,7,0,0.10323706638344,0
Andrews,338,1061,2020-08-17,0,5,0,0.103303502799886,0
Andrews,346,1063,2020-08-18,8,2,1,0.103580464319437,234.408712659993
Andrews,346,1065,2020-08-19,0,2,0,0.104049792082539,0
Andrews,350,1185,2020-08-20,4,120,0.0333333333333333,0.104693086268214,117.329648350107
Andrews,355,1187,2020-08-21,5,2,1,0.10549164906333,146.773547066185
Andrews,356,1192,2020-08-22,1,5,0.2,0.106426460863783,29.3806188697619
Andrews,356,1192,2020-08-23,0,0,0.1,0.107478195067063,0
Andrews,356,1196,2020-08-24,0,4,0,0.10862727512358,0
Andrews,356,1200,2020-08-25,0,4,0,0.109853975526028,0
Andrews,357,1207,2020-08-26,1,7,0.142857142857143,0.111138566207638,29.5081822033327
Andrews,362,1237,2020-08-27,5,30,0.166666666666667,0.112461497471471,147.715601746791
Andrews,362,1240,2020-08-28,0,3,0,0.113803620212401,0
Andrews,362,1241,2020-08-29,0,1,0,0.115146433975243,0
Andrews,362,1250,2020-08-30,0,9,0,0.116472353460262,0
Andrews,367,1251,2020-08-31,5,1,1,0.117764982602758,148.397846623782
Andrews,368,1251,2020-09-01,1,0,1,0.11900938443549,29.7107830654832
Andrews,374,1255,2020-09-02,6,4,1,0.120192334672861,178.441105411425
Andrews,377,1257,2020-09-03,3,2,1,0.121302547390701,89.3026248733834
Andrews,386,1261,2020-09-04,9,4,1,0.122330862271554,268.134125694264
Andrews,388,1267,2020-09-05,2,6,0.333333333333333,0.123270384603848,59.6309664667495
Andrews,388,1271,2020-09-06,0,4,0,0.124116571420673,0
Andrews,388,1281,2020-09-07,0,10,0,0.124867259706331,0
Andrews,388,1283,2020-09-08,0,2,0,0.125522635300601,0
Andrews,388,1286,2020-09-09,0,3,0,0.126085143818653,0
Andrews,394,1286,2020-09-10,6,0,1,0.126559347395478,179.364565787081
Andrews,400,1298,2020-09-11,6,12,0.5,0.126951733232676,179.420098717597
Andrews,400,1308,2020-09-12,0,10,0,0.127270481622959,0
Andrews,400,1186,2020-09-13,0,0,0,0.127525202321428,0
Andrews,400,1187,2020-09-14,0,1,0,0.127726648756966,0
Andrews,400,1218,2020-09-15,0,31,0,0.127886419667595,0
Andrews,406,1222,2020-09-16,6,4,1,0.128016657345196,179.570038658544
Andrews,410,1237,2020-09-17,4,15,0.266666666666667,0.128129750867706,119.723930719196
Andrews,412,1339,2020-09-18,2,102,0.0196078431372549,0.128238051585786,59.8670232241495
Andrews,412,1340,2020-09-19,0,1,0,0.12835360684219,0
Andrews,412,1341,2020-09-20,0,1,0,0.128487916525962,0
Andrews,412,1346,2020-09-21,0,5,0,0.128651715745131,0
Andrews,412,1360,2020-09-22,0,14,0,0.128854785697407,0
Andrews,415,1364,2020-09-23,3,4,0.75,0.129105793822726,8.50524558311823
Andrews,415,1367,2020-09-24,0,3,0,0.129412163574616,0
Andrews,425,1374,2020-09-25,10,7,1,0.129779973666433,37.6144243444975
Andrews,425,1379,2020-09-26,0,5,0,0.130213886428179,0
Andrews,425,1393,2020-09-27,0,14,0,0.130717104938228,0
Andrews,425,1451,2020-09-28,0,58,0,0.131291358805342,0
Andrews,425,1456,2020-09-29,0,5,0,0.131936918825946,0
Andrews,425,1461,2020-09-30,0,5,0,0.132652641167826,0
Andrews,425,1481,2020-10-01,0,20,0,0.133436042142494,0
Andrews,452,1504,2020-10-02,27,23,1,0.134283404981962,811.93633338767
Andrews,457,1568,2020-10-03,5,64,0.078125,0.135189920257448,150.459776712651
Andrews,457,1569,2020-10-04,0,1,0,0.136149861622771,0
Andrews,457,1589,2020-10-05,0,20,0,0.13715679840753,0
Andrews,466,1592,2020-10-06,9,3,1,0.138203846229432,271.425408336352
Andrews,477,1599,2020-10-07,11,7,1,0.139283956235273,332.000526184432
Andrews,477,1603,2020-10-08,0,4,0,0.140390242902767,0
Andrews,488,1753,2020-10-09,11,150,0.0733333333333333,0.141516349592122,332.528845373066
Andrews,510,1759,2020-10-10,22,6,1,0.142656850339605,665.591736438522
Andrews,510,1786,2020-10-11,0,27,0,0.143807685881775,0
Angelina,27,282,2020-04-21,27,282,0.0957446808510638,0.0793549241910533,770.330564433736
Angelina,30,311,2020-04-22,3,29,0.103448275862069,0.0801121346759618,85.6736091281409
Angelina,31,431,2020-04-23,1,120,0.00833333333333333,0.0808759649811158,28.584982127194
Angelina,33,434,2020-04-24,2,3,0.666666666666667,0.0816465081588209,57.2242006288914
Angelina,36,469,2020-04-25,3,35,0.0857142857142857,0.0824238773512621,85.9176789698266
Angelina,36,468,2020-04-26,0,0,0.0428571428571429,0.0832082030102701,0
Angelina,36,544,2020-04-27,0,76,0,0.0839996301447086,0
Angelina,46,552,2020-04-28,10,8,1,0.0847983156180753,287.206787993081
Angelina,49,626,2020-04-29,3,74,0.0405405405405405,0.0856044255209517,86.2435954811896
Angelina,53,667,2020-04-30,4,41,0.0975609756097561,0.0864181326450639,115.100300255125
Angelina,54,666,2020-05-01,1,0,1,0.0872396140857882,28.8023120313664
Angelina,55,717,2020-05-02,1,51,0.0196078431372549,0.0880690489999561,28.8295795122169
